name,market,sectors,price_hoping,price_real,inv_comp,stock_amount,stock_fund,exec_company,listing_date,percent_newstock,percent_invest,percent_personal,percent_lock_up,capital,company_size,profit
엔에스,코스닥,축전지 제조업,"6,300 ~ 7,200 원","8,000",179.61:1,"992,985 주","7,944 (백만원)",케이비투자증권,2015.12.07,"신주모집 : 992,985 주 (100%)",(68%),(20%),21.42%,"2,450 (백만원)",중소일반,61.88%
미래테크놀로지,코스닥,소프트웨어 개발 및 공급업,"14,300 ~ 16,100 원","16,100",117.30:1,"1,500,000 주","24,150 (백만원)",현대증권,2015.12.01,"신주모집 : 1,500,000 주 (100%)",(70%),(20%),5.70%,"2,000 (백만원)",중소일반,-7.14%
세진중공업,거래소,선박 및 보트 건조업,"3,500 ~ 3,900 원","3,500",8.89:1,"5,729,850 주","20,054 (백만원)","대우증권,신한금융투자",2015.11.30,"신주모집 : 5,729,850 주 (100%)",(60%),(20%),26.50%,"19,141 (백만원)",중소일반,-0.14%
하이즈항공,코스닥,"항공기,우주선 및 부품 제조업","23,000 ~ 26,000 원","18,000",47.27:1,"4,375,000 주","78,750 (백만원)",케이비투자증권,2015.11.25,"신주모집 : 4,375,000 주 (100%)",(66.29%),(20%),0.89%,"8,723 (백만원)",중소일반,-10%
엠지메드,코스닥,기타 과학기술 서비스업,"33,000 ~ 40,000 원","40,000",715.39:1,"350,000 주","14,000 (백만원)",신한금융투자,2015.11.20,"신주모집 : 350,000 주 (100%)",(70%),(20%),14.86%,"1,037 (백만원)",중소일반,2.5%
리드,코스닥,반도체 제조용 기계 제조업체,"4,500 ~ 5,100 원","5,100",42.89:1,"781,580 주","3,986 (백만원)",대우증권,2015.11.20,"신주모집 : 781,580 주 (100%)",(70%),(20%),7.00%,"2,310 (백만원)",중소일반,-10%
케이디켐,코스닥,기타 화학제품 제조업,"14,700 ~ 17,800 원","16,000",66.20:1,"1,160,000 주","18,560 (백만원)",대신증권,2015.11.19,"신주모집 : 1,160,000 주 (100%)",(80%),(20%),3.00%,"2,017 (백만원)",중소일반,-7.19%
매직마이크로,코스닥,기타 전자부품 제조업,"5,200 ~ 6,400 원","5,500",75.03:1,"1,600,000 주","8,800 (백만원)",미래에셋증권,2015.11.19,"신주모집 : 1,600,000 주 (100%)",(80%),(20%),1.33%,"3,111 (백만원)",중소일반,-1.45%
네오오토,코스닥,자동차 부품 제조업,"11,400 ~ 12,800 원","12,000",113.08:1,"1,549,514 주","18,594 (백만원)",신영증권,2015.11.18,"신주모집 : 1,549,514 주 (100%)",(67.9%),(20%),3.54%,"2,625 (백만원)",중소일반,-1.67%
골든브릿지스팩4호,코스닥,금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"6,250,000 주","12,500 (백만원)",골든브릿지투자증권,2015.11.18,"신주모집 : 6,250,000 주 (100%)",(80%),(20%),0.00%,755 (백만원),중소일반,-0.5%
케어젠,코스닥,화장품 제조업,"80,000 ~ 90,000 원","110,000",833.46 : 1,"1,620,000 주","178,200 (백만원)",현대증권,2015.11.17,"신주모집 : 1,620,000 주 (100%)",(79%),(20%),62.00%,"5,355 (백만원)",중소일반,-7.73%
아이진,코스닥,연구및개발업,"12,000 ~ 13,500 원","13,500",408.1:1,"1,485,257 주","20,051 (백만원)",NH투자증권,2015.11.16,"신주모집 : 1,485,257 주 (100%)",(65%),(20%),7.50%,"4,235 (백만원)",중소일반,-4.44%
나무가,코스닥,기타 주변기기 제조업,"32,000 ~ 37,000 원","37,000",108.34:1,"878,000 주","32,486 (백만원)",교보증권,2015.11.12,"신주모집 : 878,000 주 (100%)",(70%),(20%),3.62%,"1,462 (백만원)",중소일반,-9.73%
유앤아이,코스닥,정형외과용 및 신체보정용 기기 제조업,"25,000 ~ 30,000 원","30,000",377.40:1,"1,500,000 주","45,000 (백만원)",키움증권,2015.11.12,"신주모집 : 1,500,000 주 (100%)",(75%),(20%),4.00%,"3,768 (백만원)",중소일반,-4.5%
금호에이치티,거래소,자동차 부품 제조업,"12,700 ~ 15,700 원","10,000",46.05:1,"4,495,950 주","44,960 (백만원)",NH투자증권,2015.11.11,"신주모집 : 4,495,950 주 (100%)",(60%),(20%),8.00%,"4,600 (백만원)",중소일반,-5%
제주항공,거래소,항공 운송업,"23,000 ~ 28,000 원","30,000",378.67:1,"5,500,000 주","165,000 (백만원)",NH투자증권,2015.11.06,"신주모집 : 5,500,000 주 (100%)",(60%),(20%),77.99%,"129,533 (백만원)",중소일반,65%
에이치엠씨스팩3호,코스닥,기타 금융업,"2,000 ~ 2,000 원","2,000",NaN,"6,000,000 주","12,000 (백만원)",HMC투자증권,2015.11.05,"신주모집 : 6,000,000 주 (100%)",(80%),(20%),0.00%,650 (백만원),중소일반,1%
더블유게임즈,코스닥,온라인·모바일 게임 소프트웨어 개발 및 공급업,"51,000 ~ 61,000 원","65,000",413.82:1,"4,272,450 주","277,709 (백만원)","한국투자증권,대우증권",2015.11.04,"신주모집 : 4,272,450 주 (100%)",(80%),(20%),14.66%,"8,544 (백만원)",중소일반,0.15%
연우,코스닥,포장용 유리용기 제조업,"20,300 ~ 25,200 원","25,200",317:1,"2,405,680 주","60,623 (백만원)","대우증권,HMC투자증권",2015.11.02,"신주모집 : 2,405,680 주 (100%)",(65%),(20%),51.00%,"6,199 (백만원)",중소일반,11.71%
키움스팩4호,코스닥,기타 금융업,"2,000 ~ 2,000 원","2,000",NaN,"10,000,000 주","20,000 (백만원)",키움증권,2015.10.30,"신주모집 : 10,000,000 주 (100%)",(70%),(30%),0.00%,20 (백만원),중소일반,3%
에이티젠,코스닥,생물학적 제제 제조업,"12,500 ~ 14,500 원","17,000",695.7:1,"1,007,255 주","17,123 (백만원)",NH투자증권,2015.10.23,"신주모집 : 1,007,255 주 (100%)",(60%),(20%),40.60%,"5,036 (백만원)",중소일반,100%
현대드림스팩4호,코스닥,금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"5,000,000 주","10,000 (백만원)",현대증권,2015.10.22,"신주모집 : 5,000,000 주 (100%)",(80%),(20%),0.00%,31 (백만원),중소일반,4.5%
엑시콘,코스닥,특수 목적용 기계 제조업 제조업,"13,500 ~ 16,500 원","10,000",28.34:1,"2,000,000 주","20,000 (백만원)",아이비케이투자증권,2015.10.22,"신주모집 : 2,000,000 주 (100%)",(77%),(20%),0.00%,"3,411 (백만원)",중소일반,4%
이베스트스팩3호,코스닥,기타 금융업,"2,000 ~ 2,000 원","2,000",NaN,"4,000,000 주","8,000 (백만원)",이베스트투자증권,2015.10.19,"신주모집 : 4,000,000 주 (100%)",(70%),(30%),0.00%,10 (백만원),중소일반,4.5%
에치디프로,코스닥,"전자부품,컴퓨터,영상,음향 및 통신장비 제조업","7,800 ~ 8,900 원","8,900",362.84:1,"1,516,209 주","13,494 (백만원)",대신증권,2015.10.13,"신주모집 : 1,516,209 주 (100%)",(77%),(20%),6.21%,"2,993 (백만원)",중소일반,7.64%
IBKS스팩3호,코스닥,NaN,"2,000 ~ 2,000 원","2,000",NaN,"4,000,000 주","8,000 (백만원)",아이비케이투자증권,2015.10.08,"신주모집 : 4,000,000 주 (100%)",(80%),(20%),0.00%,450 (백만원),중소일반,5%
동부스팩3호,코스닥,기타 금융업,"2,000 ~ 2,000 원","2,000",NaN,"4,150,000 주","8,300 (백만원)",동부증권,2015.10.06,"신주모집 : 4,150,000 주 (100%)",(80%),(20%),0.00%,445 (백만원),중소일반,5.25%
신영해피투모로우2호스팩,코스닥,금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"5,000,000 주","10,000 (백만원)",신영증권,2015.10.05,"신주모집 : 5,000,000 주 (100%)",(70%),(30%),0.00%,510 (백만원),중소일반,4.5%
엘아이지넥스원,거래소,무기 및 총포탄 제조업,"66,000 ~ 76,000 원","76,000",121.11:1,"6,900,000 주","524,400 (백만원)","NH투자증권,한국투자증권",2015.10.02,"신주모집 : 6,900,000 주 (100%)",(60%),(20%),21.50%,"110,000 (백만원)",중소일반,-10%
엔에이치스팩9호,코스닥,금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"7,750,000 주","15,500 (백만원)",NH투자증권,2015.09.25,"신주모집 : 7,750,000 주 (100%)",(70%),(30%),0.00%,130 (백만원),중소일반,3.5%
제너셈,코스닥,반도체 제조업,"9,000 ~ 10,500 원","10,500",326.77:1,"1,300,000 주","13,650 (백만원)",하나금융투자,2015.09.25,"신주모집 : 1,300,000 주 (100%)",(67.31%),(20%),4.15%,"1,522 (백만원)",중소일반,4.76%
타이거일렉,코스닥,전자부품 제조업,"6,000 ~ 6,900 원","6,000",230.02:1,"1,543,000 주","9,258 (백만원)",한국투자증권,2015.09.25,"신주모집 : 1,543,000 주 (100%)",(77%),(20%),1.36%,"2,290 (백만원)",중소일반,-4.67%
아이콘트롤스,거래소,내부 전기배선 공사업,"28,000 ~ 32,000 원","32,000",272.96:1,"2,612,270 주","83,593 (백만원)","대우증권,신영증권",2015.09.24,"신주모집 : 2,612,270 주 (100%)",(60%),(20%),29.10%,"4,115 (백만원)",중소일반,-1.09%
동일제강,거래소,1차 철강 제조업,"2,700 ~ 3,300 원","3,000",309.7:1,"5,000,000 주","15,000 (백만원)",NH투자증권,2015.09.24,"신주모집 : 5,000,000 주 (100%)",(60%),(20%),3.10%,"5,000 (백만원)",중소일반,29%
인포마크,코스닥,기타 무선 통신장비 제조업,"12,000 ~ 14,000 원","14,000",251.2:1,"870,000 주","12,180 (백만원)",삼성증권,2015.09.23,"신주모집 : 870,000 주 (100%)",(65.1%),(20%),12.00%,"1,751 (백만원)",중소일반,78.57%
유진스팩3호,코스닥,금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"5,750,000 주","11,500 (백만원)",유진투자증권,2015.09.09,"신주모집 : 5,750,000 주 (100%)",(60%),(40%),0.00%,100 (백만원),중소일반,5.25%
한국스팩3호,코스닥,금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"6,500,000 주","13,000 (백만원)",한국투자증권,2015.09.02,"신주모집 : 6,500,000 주 (100%)",(70%),(30%),0.00%,700 (백만원),중소일반,6.25%
케이티비스팩3호,코스닥,기타 금융업,"2,000 ~ 2,000 원","2,000",NaN,"6,250,000 주","12,500 (백만원)",KTB투자증권,2015.08.28,"신주모집 : 6,250,000 주 (100%)",(80%),(20%),0.00%,50 (백만원),중소일반,9.25%
교보스팩5호,코스닥,금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"5,100,000 주","10,200 (백만원)",교보증권,2015.08.27,"신주모집 : 5,100,000 주 (100%)",(80%),(20%),0.00%,33 (백만원),중소일반,15%
웹스,코스닥,가공 및 재생 플라스틱원료 생산업,"6,500 ~ 7,200 원","7,200",438.83:1,"1,600,000 주","11,520 (백만원)",한국투자증권,2015.08.24,"신주모집 : 1,600,000 주 (100%)",(80%),(20%),33.54%,"3,367 (백만원)",중소일반,58.33%
에이제이네트웍스,거래소,컴퓨터 및 사무용 기계장비 임대업,"30,200 ~ 34,300 원","34,300",197.15:1,"2,300,000 주","78,890 (백만원)","한국투자증권,미래에셋증권,신영증권",2015.08.21,"신주모집 : 2,300,000 주 (100%)",(60%),(20%),20.06%,"35,322 (백만원)",중소일반,-9.91%
현대드림스팩3호,코스닥,기타 금융업,"2,000 ~ 2,000 원","2,000",NaN,"6,500,000 주","13,000 (백만원)",현대증권,2015.08.21,"신주모집 : 6,500,000 주 (100%)",(80%),(20%),0.00%,31 (백만원),중소일반,0%
파인텍,코스닥,액정 평판 디스플레이 제조업,"9,000 ~ 10,500 원","10,500",382.64:1,"1,065,651 주","11,189 (백만원)",NH투자증권,2015.08.17,"신주모집 : 1,065,651 주 (100%)",(70%),(20%),45.68%,"2,723 (백만원)",중소일반,100%
교보스팩4호,코스닥,금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"3,000,000 주","6,000 (백만원)",교보증권,2015.08.13,"신주모집 : 3,000,000 주 (100%)",(80%),(20%),0.00%,310 (백만원),중소일반,68.25%
흥국에프엔비,코스닥,기타 비알콜음료 제조업,"14,500 ~ 17,500 원","20,000",666.88:1,"1,800,000 주","36,000 (백만원)",NH투자증권,2015.08.07,"신주모집 : 1,800,000 주 (100%)",(64%),(20%),63.87%,"3,533 (백만원)",중소일반,100%
미래에셋스팩4호,코스닥,금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"3,050,000 주","6,100 (백만원)",미래에셋증권,2015.08.06,"신주모집 : 3,050,000 주 (100%)",(70%),(30%),0.00%,330 (백만원),중소일반,56.5%
케이비스팩8호,코스닥,금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"10,000,000 주","20,000 (백만원)",케이비투자증권,2015.08.05,"신주모집 : 10,000,000 주 (100%)",(80%),(20%),0.00%,31 (백만원),중소일반,18.5%
칩스앤미디어,코스닥,전자집적회로 제조업,"9,300 ~ 10,500 원","10,500",123.2:1,"650,000 주","6,825 (백만원)",한국투자증권,2015.08.05,"신주모집 : 650,000 주 (100%)",(73.85%),(20%),0.00%,"1,698 (백만원)",중소일반,30.48%
아시아경제신문사,코스닥,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비","3,200 ~ 3,600 원","3,600",280.85:1,"8,500,000 주","30,600 (백만원)",한국투자증권,2015.07.31,"신주모집 : 8,500,000 주 (100%)",(80%),(20%),15.82%,"9,994 (백만원)",중소일반,-10%
아이쓰리시스템,코스닥,기타 전자부품 제조업,"28,500 ~ 31,500 원","36,000",768.00:1,"500,000 주","18,000 (백만원)",키움증권,2015.07.30,"신주모집 : 500,000 주 (100%)",(74.5%),(20%),37.60%,"1,401 (백만원)",중소일반,75%
로지시스,코스닥,기계 및 장비 수리업,"2,000 ~ 2,500 원","2,500",345.68:1,"3,174,050 주","7,935 (백만원)",삼성증권,2015.07.29,"신주모집 : 3,174,050 주 (100%)",(69.98%),(20%),13.28%,"4,670 (백만원)",중소일반,67.2%
엘아이지이에스스팩,코스닥,기타 금융업,"2,000 ~ 2,000 원","2,000",NaN,"2,500,000 주","5,000 (백만원)",엘아이지투자증권,2015.07.27,"신주모집 : 2,500,000 주 (100%)",(80%),(20%),0.00%,302 (백만원),중소일반,38.5%
파마리서치프로덕트,코스닥,생물학적 제제 제조업,"40,000 ~ 47,000 원","55,000",728.06:1,"2,230,000 주","122,650 (백만원)","NH투자증권,하나대투증권",2015.07.24,"신주모집 : 2,230,000 주 (100%)",(76.19%),(20%),57.90%,"3,668 (백만원)",중소벤쳐,100%
에스케이스팩2호,코스닥,기타 금융업,"2,000 ~ 2,000 원","2,000",NaN,"6,250,000 주","12,500 (백만원)",SK증권,2015.07.23,"신주모집 : 6,250,000 주 (100%)",(70%),(30%),0.00%,635 (백만원),중소일반,7%
펩트론,코스닥,의약용 화합물 및 항생물질 제조업,"9,000 ~ 12,000 원","16,000",699.59:1,"815,122 주","13,042 (백만원)",NH투자증권,2015.07.22,"신주모집 : 815,122 주 (100%)",(61.2%),(20%),67.40%,"3,250 (백만원)",중소일반,100%
한화에이스스팩2호,코스닥,금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"6,625,000 주","13,250 (백만원)",한화투자증권,2015.07.20,"신주모집 : 6,625,000 주 (100%)",(80%),(20%),0.00%,50 (백만원),중소일반,6.25%
이노션,거래소,광고 대행업,"64,000 ~ 71,000 원","68,000",273.09:1,"5,001,000 주","340,068 (백만원)","NH투자증권,대우증권",2015.07.17,"신주모집 : 5,001,000 주 (100%)",(60%),(20%),52.40%,"10,000 (백만원)",중소일반,-2.21%
유안타스팩2호,코스닥,기타 금융업,"2,000 ~ 2,000 원","2,000",NaN,"6,000,000 주","12,000 (백만원)",유안타증권,2015.07.17,"신주모집 : 6,000,000 주 (100%)",(70%),(30%),0.00%,50 (백만원),중소일반,6.25%
키움스팩3호,코스닥,기타 금융업,"2,000 ~ 2,000 원","2,000",NaN,"6,500,000 주","13,000 (백만원)",키움증권,2015.07.10,"신주모집 : 6,500,000 주 (100%)",(80%),(20%),0.00%,20 (백만원),중소일반,5.5%
토니모리,거래소,화장품 제조업,"26,400 ~ 30,200 원","32,000",441.86:1,"2,940,000 주","94,080 (백만원)",대우증권,2015.07.10,"신주모집 : 2,940,000 주 (100%)",(60%),(20%),55.20%,"2,000 (백만원)",중소일반,100%
미래에셋생명보험,거래소,생명 보험업,"8,200 ~ 10,000 원","7,500",40.3:1,"45,399,976 주","340,500 (백만원)",삼성증권,2015.07.08,"신주모집 : 45,399,976 주 (100%)",(60%),(20%),2.07%,"866,745 (백만원)",중소일반,-1.33%
골든브릿지스팩3호,코스닥,금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"4,400,000 주","8,800 (백만원)",골든브릿지투자증권,2015.06.30,"신주모집 : 4,400,000 주 (100%)",(60%),(40%),0.00%,490 (백만원),중소일반,1.75%
동운아나텍,코스닥,전자집적회로 제조업,"10,000 ~ 12,000 원","10,000",101.68:1,"500,000 주","5,000 (백만원)",키움증권,2015.06.30,"신주모집 : 500,000 주 (100%)",(70%),(20%),7.08%,"3,134 (백만원)",중소일반,25%
유테크,코스닥,주형 및 금형 제조업,"8,000 ~ 9,000 원","9,000",351.10:1,"1,010,000 주","9,090 (백만원)",대신증권,2015.06.30,"신주모집 : 1,010,000 주 (100%)",(60%),(20%),8.59%,"2,540 (백만원)",중소일반,39.44%
엔에이치스팩8호,코스닥,금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"6,500,000 주","13,000 (백만원)",NH투자증권,2015.06.30,"신주모집 : 6,500,000 주 (100%)",(70%),(30%),0.00%,683 (백만원),중소일반,4%
민앤지,코스닥,데이터베이스 및 온라인정보 제공업,"21,200 ~ 24,000 원","28,000",728.82:1,"1,411,800 주","39,530 (백만원)",신한금융투자,2015.06.30,"신주모집 : 1,411,800 주 (100%)",(75%),(20%),45.40%,"2,841 (백만원)",중소일반,100%
경보제약,거래소,의약품 제조업,"13,000 ~ 15,000 원","15,000",524.56:1,"9,562,750 주","143,441 (백만원)",NH투자증권,2015.06.29,"신주모집 : 9,562,750 주 (100%)",(60%),(20%),34.44%,"11,953 (백만원)",중소일반,100%
에스엔텍,코스닥,반도체 및 평판디스플레이 제조용 기계 제조업,"5,600 ~ 6,300 원","6,500",189.14:1,"1,100,000 주","7,150 (백만원)",케이비투자증권,2015.06.26,"신주모집 : 1,100,000 주 (100%)",(61.8%),(20%),19.88%,"2,700 (백만원)",중소일반,53.85%
코아스템,코스닥,생물학적 제제 제조업,"10,800 ~ 13,200 원","16,000",868.62:1,"2,500,000 주","40,000 (백만원)",한국투자증권,2015.06.26,"신주모집 : 2,500,000 주 (100%)",(80%),(20%),41.74%,"7,858 (백만원)",중소일반,100%
이베스트스팩2호,코스닥,그외 기타 금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"6,500,000 주","13,000 (백만원)",이베스트투자증권,2015.06.26,"신주모집 : 6,500,000 주 (100%)",(80%),(20%),0.00%,700 (백만원),중소일반,1%
세미콘라이트,코스닥,"다이오드, 트랜지스터 및 유사 반도체소자 제조업","11,300 ~ 13,700 원","11,300",187.7:1,"1,040,558 주","11,758 (백만원)",NH투자증권,2015.06.25,"신주모집 : 1,040,558 주 (100%)",(70%),(20%),4.50%,"2,064 (백만원)",중소일반,1.77%
에스케이디앤디,거래소,기타 시설물 축조관련 전문공사업,"20,200 ~ 24,300 원","26,000",570.59:1,"2,950,000 주","76,700 (백만원)","대신증권,신한금융투자",2015.06.23,"신주모집 : 2,950,000 주 (100%)",(60%),(20%),36.70%,"10,170 (백만원)",중소일반,100%
베셀,코스닥,평판디스플레이 제조용 기계 제조업,"8,000 ~ 9,000 원","9,000",437.68:1,"600,000 주","5,400 (백만원)",키움증권,2015.06.19,"신주모집 : 600,000 주 (100%)",(75%),(20%),0.00%,"2,316 (백만원)",중소일반,48.89%
